condition_label,medical_abstract
3,"Myotonic heart disease: a clinical follow-up. We followed 37 patients with myotonic dystrophy for a mean of 6 years. Two developed atrial flutter or fibrillation, 6 developed a new bundle branch block, 1 developed complete heart block requiring a pacemaker, and another with progressive 1st-degree heart block and a widening QRS interval had a sudden death. Most patients had predictable, gradually progressive disease of their cardiac conduction system. We recommend that patients with progressive atrioventricular block or widening QRS interval due to myotonic heart disease have yearly ECGs and be questioned about syncope or presyncope to determine the need for a cardiac pacemaker. "
3,"Immunoassay of P2 protein in cerebrospinal fluid in neurological disorders. Cerebrospinal fluid samples were obtained at lumbar puncture from 53 patients with a wide variety of neurological disorders. Cerebrospinal fluid samples were tested for the presence of P2 protein, a constituent of myelin, with an enzyme linked immunosorbent assay technique using a specific polyclonal antibody. High concentrations of P2 in the cerebrospinal fluid paralleled a raised IgG index (clearance ratio), the presence of oligoclonal bands, as well as raised white cell counts or depressed albumin:IgG ratios. Twenty one patients had been diagnosed as having definite or probable multiple sclerosis and the remaining 32 had other conditions. Of the 13 patients with high positive P2, 12 (92%) were in the multiple sclerosis category; of the 40 patients with low (12) or undetectable (28) P2 concentrations, only nine (23%) were diagnosed as having multiple sclerosis. In this patient population the presence of high immunoreactive P2 concentrations in cerebrospinal fluid was closely associated with evidence of intrathecal immunoglobulin synthesis and with the clinical diagnosis of multiple sclerosis. On this basis it is suggested that immunoassay of P2 concentration in the cerebrospinal fluid may be of potential value in the investigation of patients with demyelinating disorders. "
3,"Botulinum toxin treatment in spasmodic torticollis. Botulinum toxin A was administered to 19 patients in a double-blind placebo controlled trial. Toxin was more effective than placebo for improving both head position and pain which was measured by an objective rating scale and videofilm assessments. Following the controlled trial, treatment with botulinum toxin was continued in an open fashion. A total of 60 patients with torticollis received toxin in a total of 117 treatment periods. The mean follow up period was 8.4 months. In 39 patients with pain there was benefit in 77% of treatment periods. Some improvement in neck posture occurred in 83% of the treatment periods with a mean duration of 12 weeks. Side effects were frequent with dysphagia being the most common (28% of treatment periods). Botulinum toxin is an effective treatment for toticollis but treatment should be initiated with doses at the lower end of the range used in this study (400-600 mouse units). "
5,Intralaryngotracheal thyroid. A case of intralaryngotracheal thyroid in a 57-year-old man is presented. The treatment modalities are considered and the previous literature is reviewed. 
1,"Cancer in the families of children with soft tissue sarcoma. The cancer experience among 754 first-degree relatives (mothers, fathers, and siblings) of a population-based series of 177 children with soft tissue sarcoma is reported. The current study represents an extension of our earlier work in which the authors found an excess of breast cancer in the mothers of 143 of these children. There were 40 cancers among all first-degree relatives, compared with 24.82 expected (relative risk [RR] 1.61, P = 0.006). There was no excess in fathers, but an excess of borderline significance was seen in mothers (RR 1.67, P = 0.0545), and a significant excess in siblings (RR 4.55, P = 0.0002), mainly due to carcinoma of the breast and pediatric tumors. Results of a step forward Cox multivariate analysis identified three variables in the index child which were independently associated with high cancer risk in relatives, as follows: age younger than 24 months at diagnosis; histologic type, embryonal rhabdomyosarcoma or other and unspecified soft tissue sarcoma; and male sex. It was possible, therefore, to identify a subgroup of children whose relatives are at high risk of early onset cancer (RR in this group 10.14). The pattern of cancers is consistent with the Li-Fraumeni syndrome. The authors conclude that a marked proportion of childhood soft tissue sarcoma has a genetic basis. "
2,"Intestinal vascular sensitivity to vasopressin in portal hypertensive rats. The intestinal vascular responsiveness to arginine vasopressin was evaluated in rats with chronic portal hypertension. Male Sprague-Dawley rats were made portal hypertensive by stenosis of the portal vein. Ten to twelve days after the induction of chronic portal hypertension, the responsiveness of the small intestinal circulation to cumulative doses of vasopressin was evaluated using an isolated pump-perfused small intestinal preparation. The ED50 for maximal vasoconstriction was increased twofold in portal hypertensive rats compared with control rats. To determine if the impaired responsiveness to arginine vasopressin was related to the hyperglucagonemia of chronic portal hypertension, plasma glucagon levels were elevated in normal rats to levels previously measured in portal hypertensive rats (i.e. approximately 450 pg/mL), and the dose response studies were repeated. Glucagon significantly attenuated the responsiveness of the intestinal vasculature to vasopressin. Equipotent doses of nitroprusside also attenuated intestinal vascular responsiveness to vasopressin. The results indicate that there is a reduced vascular sensitivity to vasopressin in the intestine of portal hypertensive animals and suggest that elevations in circulating vasodilators in portal hypertensive conditions may partially explain this altered vascular responsiveness. "
3,"An improved photochemical model of embolic cerebral infarction in rats. To provide further evidence that the multiple cerebral infarcts found in rats following photochemical damage to the carotid artery are caused by emboli and to eliminate the systemic hypotension and heating of the blood reported with the previous photochemical embolic stroke model (rose bengal and a green laser), I have modified the photochemical technique. Brain pathology was studied in 18 Wistar rats following carotid artery irradiation with a red laser (632 nm) at powers ranging from 100 to 800 mW/cm2 for 10 or 20 minutes following the injection of the photosensitizing dye Photofrin II. Multiple cerebral arterioles were occluded by platelet aggregates containing frequent erythrocytes and leukocytes, identical to the thrombotic material in the carotid artery but different from the platelet aggregates seen in the carotid artery and the brain in the rose bengal model. Eighty infarcts were distributed randomly throughout the brain ipsilateral to the nonocclusive carotid thrombus. Significant heating (0.5 degree C or more) of the blood occurred only with laser powers higher (1,600 mW/cm2) or laser irradiations longer (25 minutes) than those used in the improved model of embolic stroke. This model mimics one mechanism of stroke in humans and provides a means to study systematically the morphological evolution of small cerebral infarcts. "
5,Septic Streptococcus milleri spondylodiscitis. We describe 2 patients presenting lumbar spondylitis due to Streptococcus milleri. In both cases origin was related to preexistent intestinal pathology. Surgical drainage of a collection of pus was necessary in one case. Longterm antibiotic therapy led to full recovery. Despite confused nomenclature Streptococcus milleri must be considered a serious pathogen mainly associated with purulent infection with osteoarticular affinity. 
2,Methotrexate therapy for persistent ectopic pregnancy after conservative laparoscopic management. Persistent ectopic pregnancy is a recognized complication of conservative laparoscopic surgery. Three such cases were treated successfully with methotrexate and citrovorum factor rescue. All three patients experienced mild lower abdominal pain for a maximum of 36 hours; no other adverse effects were noted. More experience with this therapy will be necessary before subsequent fertility rates can be determined. 
4,"Cardiovascular risk reduction: the role of antihypertensive treatment. The effects of antihypertensive drugs on mortality from stroke, coronary artery disease (CAD), and nonvascular causes have been studied in 14 trials involving more than 37,000 patients. In the treated patients, blood pressure was 5 to 6 mm Hg lower than that in placebo-treated patients, and whereas mortality from stroke was reduced by 42%, CAD mortality was reduced by only 14%. A major reason for this lack of effect on CAD mortality is apparently the adverse effects of the primary drugs used in these trials (diuretics and beta blockers) on glucose tolerance, lipid levels, and insulin resistance. The angiotensin-converting enzyme inhibitors favorably influence many CAD risk factors, and their use can be expected to reduce CAD mortality in patients treated for hypertension. "
4,"Mental stress as an acute trigger of ischemic left ventricular dysfunction and blood pressure elevation in coronary artery disease. Acute mental stress may be a frequent trigger of transient myocardial ischemia, myocardial infarction and sudden cardiac death. In an experimental setting, the effect of mental stress on hemodynamics and left ventricular wall motion abnormalities (as detected by radionuclide ventriculography) was measured in 29 patients with exercise-induced myocardial ischemia. Seventy-five percent of the patients demonstrated mental stress-induced wall motion abnormalities. Patients frequently exhibited greater increases in peak systolic arterial pressure during mental stress than during exercise. Personally relevant mental stress is the most potent type of mental stress, both in terms of frequency and magnitude of ischemia. Most mental stress-induced ischemic episodes are clinically and electrocardiographically silent and occur at heart rates significantly lower than those seen during exercise. Both systolic and diastolic blood pressure increased during mental stress-induced ischemia, suggesting that increased myocardial oxygen demand plays a role in the pathophysiology of mental stress-induced transient ischemia. The significant magnitude and acute onset of this mental stress-induced blood pressure elevation may in some manner contribute to atherosclerotic plaque rupture. These findings may provide a pathophysiologic link to the epidemiologic association between mental stress and acute ischemic coronary events. A new ambulatory radionuclide detector that can concurrently monitor left ventricular ejection fraction and electrocardiographic ST-segment change may enhance the detection and evaluation of transient myocardial ischemia in ambulatory coronary patients. "
4,"Lyme disease: recommendations for diagnosis and treatment The incidence and the endemic range of Lyme disease in the United States have increased steadily since the disease was originally recognized in Lyme, Connecticut, in 1975. Because of the varied clinical manifestations of this illness and the use of unstandardized serologic testing methods, diagnosis is often uncertain and treatment outcomes are often difficult to evaluate. The antibiotic regimens that are commonly used in clinical practice have changed rapidly. They show much regional variation with little critical comparison of treatment results. The clinical diagnosis and the literature on the treatment of the various stages of Lyme disease are reviewed. The reported data are supplemented with recommendations based on 15 years of clinical experience with this illness. "
1,"Surgical treatment of cardiac myxomas: long-term results. Between 1965 and 1988, 22 patients underwent 24 operations for cardiac myxomas. Two patients had the complex myxoma syndrome. Mitral valve replacement was required at initial operation in 2 patients. One patient died perioperatively, and 5 others died subsequently. The 16 surviving patients recently underwent evaluation at a mean duration of 9 years after operation. Ten are asymptomatic and 6 have New York Heart Association class II symptoms. Nine patients continue to be employed. Eleven are in sinus rhythm, 3 have permanent pacemakers, and 2 have chronic atrial arrhythmias. Echocardiography showed atrioventricular valve insufficiency in 3 patients and reduced contractility in 4, but no new tumor recurrences. The long-term prognosis of this relatively large group of patients with cardiac myxomas has been good. Patients without the complex myxoma syndrome had no recurrence, whereas 2 patients did require reoperation for mitral valve replacement. Long-term disability and chronic arrhythmias have been infrequent, and functional status and employability of these patients have been very good. "
4,"Synergistic effects of psyllium in the dietary treatment of hypercholesterolemia. We investigated psyllium fiber supplementation as a means of enhancing the cholesterol-lowering effect of the phase I American Heart Association diet. Fifty-nine subjects with total serum cholesterol (TC) levels ranging from 5.56 to 10.24 mmol/L (215 to 396 mg/dL) were given a 2-month dietary lead-in followed by 3 months of diet only (29 subjects) or diet supplemented with 20.4 g of psyllium daily (30 subjects). Unlike women, men had a significant decrease in levels of both TC (-8.0%) and low-density lipoprotein cholesterol (LDL-C) (-10.1%) during the dietary lead-in. Psyllium supplementation resulted in an additional 5.5% reduction in the TC levels as compared to diet alone. Psyllium supplementation combined with dietary lead-in resulted in an overall 17.3% decrease in the TC and a 20.0% decrease in LDL-C for men, with decreases of 7.7% and 11.6%, respectively, for women. Psyllium effectively enhances the cholesterol-lowering effect of the phase I diet. "
2,"Generation of ammonia and mucosal lesion formation following hydrolysis of urea by urease in the rat stomach. We examined the morphological changes in gastric mucosa and the generation of ammonia after exposure of the rat stomach to urea in the presence of urease, in attempts to investigate a pathophysiological role of urea, urease, and ammonia system in gastric ulcer diseases. Exposure of the stomach for 20 min to 2 ml urea (0.025-0.2%) together with urease (100 IU) induced histological damages in a concentration-related manner. Either urea or urease alone did not induce any histological change in the mucosa. Instillation of urea into the stomach generated ammonia in the presence of urease; the amount of ammonia was increased depending on the concentration of urea, and was closely associated with the severity of histological damage. The exposure of the stomach to ammonia (NH4OH: 0.01-0.1%) also produced histological damages in the gastric mucosa in a concentration-related manner. The characteristics of injury induced by 0.5-1.0% ammonia were stasis of microcirculation, disruption of the surface epithelial cells, and necrosis of the mucosa. These results demonstrated that ammonia generated from the hydrolysis of urea by urease in the stomach causes damages in the gastric mucosa. "
4,"Atrioventricular septal defects. Analysis of short- and medium-term results. Atrioventricular septal defects were repaired in 87 patients from 1981 to 1988. Interventricular communications were present in 73 patients, and major associated anomalies were present in 17 (tetralogy of Fallot in four, double-outlet right ventricle in two, multiple ventricular septal defects in 11). Five deaths occurred in the hospital (5.7%; 70% confidence limits, 3.2% to 9.7%). A preoperative New York Heart Association class V functional condition was the only incremental risk factor (p = 0.02) for death in the hospital. No patient (0%; 70% confidence limits, 0% to 2.15%) had complete heart block. Actuarial survival rate at 80 months was 81.4%. The only incremental risk factor (p = 0.005) leading to reoperation was a preoperative valve incompetence. Actuarial rate at 80 months for freedom from reoperation was 84.2% in the overall group of patients after repair of atrioventricular septal defect. We conclude that an improvement in survival and success rates should be found when a policy of earlier repair is followed. "
5,"Gadolinium-enhanced magnetic resonance imaging in Bell's palsy. Inflammation of the facial nerve in Bell's palsy can be demonstrated on gadolinium-enhanced magnetic resonance imaging. We have studied a series of 17 Bell's palsy patients with gadolinium-enhanced magnetic resonance imaging, and the purpose of this paper is to report our findings and discuss their significance. Most acute Bell's palsy cases demonstrate facial nerve enhancement, usually in the distal internal auditory canal and labyrinthine/geniculate segments. Other segments demonstrate enhancement less often. Gadolinium enhancement occurs regardless of the severity of the paralysis and can persist after clinical improvement of the paralysis. The findings of this study corroborate other evidence that the segments of the facial nerve most often involved in Bell's palsy are the only segments that are most often enhanced with gadolinium-enhanced magnetic resonance imaging. The role of gadolinium-enhanced magnetic resonance imaging in the management of Bell's palsy patients is discussed. "
2,"Effect of endotoxin and a burn injury on lung and liver lipid peroxidation and catalase activity. Both endotoxin and a burn alone produce oxidant-induced tissue lipid peroxidation. The endotoxin response is due in large part to hydrogen peroxide. The combination of endotoxin after a burn results in an increased liver, but not lung, oxidant injury. Our purpose was to determine whether the burn oxidant injury inactivated endogenous liver tissue catalase, thereby amplifying a subsequent H2O2 insult. Twenty-six adult sheep were studied. Twelve sheep had a 15% TBS burn. Tissue catalase activity, measured in lung and liver 3 days postburn, was significantly decreased from a control of 3.58 +/- 1.8 and 193 +/- 63, respectively, to 1.72 +/- 0.63 and 148 +/- 33 k(sec-1)/0.5 gram tissue. The addition of endotoxin 3 days postburn resulted in an increase in liver malondialdehyde, MDA, a measure of lipid peroxidation, from a control of 110 +/- 80 to 450 +/- 54 nmol/gram tissue. This value was significantly greater than the 210 +/- 80 nmol/gram tissue seen after endotoxin alone. Lung tissue MDA with burn and endotoxin was 65 +/- 8 compared to 42 +/- 7 for control and 80 +/- 6 nmol/gram for endotoxin alone. We conclude that a decrease in liver catalase activity occurs after a burn. The decrease corresponds to an accentuated oxidant-induced lipid peroxidation after an added endotoxin insult where H2O2 is known to be an etiologic agent. The catalase activity also decreases in postburn lung, but accentuated lung damage was not seen, indicating a variable tissue response from the burn-induced decrease in antioxidant activity. "
2,"Diffuse-adhering Escherichia coli (DAEC) as a putative cause of diarrhea in Mayan children in Mexico. Diarrhea is a major cause of infantile morbidity and mortality in developing countries. A community-based, case control study was conducted in a southern Mexican Mayan village for 3 weeks during the peak diarrhea period to prospectively identify the infectious agents associated with childhood diarrheal disease. Several enteropathogens were isolated from stools of 34 of 58 cases, although none was significantly associated with diarrhea. For the 24 cases from which no enteropathogens were isolated, diffuse-adhering Escherichia coli (DAEC) strains were significantly associated with diarrheal disease (P less than .02; odds ratio = 6; 95% confidence limit, 1.08-99.0). DAEC were highly heterogeneous with respect to plasmid content and serotype. Three DNA probes designed to differentiate E. coli exhibiting localized, diffuse, or aggregative adherence were compared with results from a standard HeLa cell binding assay to assess the utility of these probes in the field. This study provides evidence for the potential pathogenic capacity of DAEC and underscores the variety of diarrheal agents operating within a community. "
4,"The estimation of post-test probability of coronary disease following exercise testing using the sequential application of two Bayesian methods. Recent studies have revealed that Bayesian methods to estimate post-test probability following exercise testing differ in their sensitivity and specificity across the range of post-test probability. To take advantage of the relative strengths of each method, we combined two of these methods into a single method (DUAL BAYES) and compared it with the two original methods in 436 patients who underwent stress testing followed within 2 months by coronary arteriography. All patients had post-test probabilities determined using CADENZA (better sensitivity). Those CADENZA-derived probabilities greater than or equal to 50% were substituted with post-test probabilities determined by Diamond and Forrester's original TABULAR method (better specificity). Mean post-test probabilities were as follows: TABULAR 34, CADENZA 48, DUAL BAYES 37 (actual incidence 38%). Comparison of sensitivity and specificity at every fifth percentile of post-test probability revealed that the sensitivity of DUAL BAYES was better than that of TABULAR and equal to that of CADENZA at thresholds less than or equal to 10 and that the specificity was better than that of CADENZA and equal to that of TABULAR at thresholds greater than or equal to 60. Therefore using both methods as indicated above was better than using either method alone. "
5,"Visual loss with dancing extremities and mental disturbances. A case is reported of a teenage girl, who presented with a profound loss of vision in the right eye, secondary to retinal vasculitis. During the preceding year, a gradual change in her personality had been noted, associated with a deterioration in her intellect. She developed an area of pigment epithelial disturbance in the macular region of the right eye, and subsequently, optic atrophy. One year after this, she had a similar, but more localized episode in the left eye. She later developed involuntary movements, and two years after initial presentation, a diagnosis of subacute sclerosing panencephalitis was made. Subsequently her clinical condition deteriorated rapidly and she died. Post-mortem examination confirmed the diagnosis of subacute sclerosing panencephalitis. This case demonstrates the insidious nature of the disease and suggests that the diagnosis of subacute sclerosing panencephalitis should be considered in any child or young adult who presents with unexplained retinal vasculitis, maculopathy or chorioretinitis. "
3,"Nitrous oxide does not alter infarct volume in rats undergoing reversible middle cerebral artery occlusion. This experiment was designed to determine if nitrous oxide alters neurologic and pathologic outcome from temporary focal cerebral ischemia in spontaneously hypertensive rats deeply anesthetized with a barbiturate. Two groups of rats were given intravenous methohexital such that a stable EEG pattern of burst suppression was achieved. In one group of rats (n = 11), the lungs were mechanically ventilated with 70% N2O/30% O2, and in the other group (n = 10), ventilation was done with 70% nitrogen/30% O2. The middle cerebral artery was then occluded for 2 h, during which time mean arterial pressure, blood gases, hematocrit, plasma glucose, and head temperature were held constant between groups. The total doses of methohexital administered were similar in both groups as were the plasma methohexital concentrations immediately prior to onset of ischemia. After reperfusion of the middle cerebral artery, the animals were allowed to awaken. Neurologic evaluations were performed prior to ischemia and at 24 and 96 h postischemia. Cerebral infarct volume was measured at 96 h postischemia using triphenyl tetrazolium chloride staining and computer imaging techniques. There were no neurologic differences between the N2O and nitrogen groups at any experimental interval although both groups exhibited deficits at both 24 and 96 h postischemia relative to preischemic values. The two groups also had nearly identical cerebral infarct volumes (N2O = 231 +/- 97 mm3; nitrogen = 226 +/- 75 mm3; mean +/- SD). "
1,"Mutations in the K-ras oncogene induced by 1,2-dimethylhydrazine in preneoplastic and neoplastic rat colonic mucosa. These experiments were conducted to determine whether point mutations activating K-ras or H-ras oncogenes, induced by the procarcinogen 1,2-dimethylhydrazine (DMH), were detectable in preneoplastic or neoplastic rat colonic mucosa. Rats were injected weekly with diluent or DMH at 20 mg/kg body wt for 5, 10, 15, or 25 wk, killed, and their colons dissected. DNA was extracted from diluent-injected control animals, histologically normal colonic mucosa from carcinogen-treated animals, and from carcinomas. Ras mutations were characterized by differential hybridization using allele-specific oligonucleotide probes to polymerase chain reaction--amplified DNA, and confirmed by DNA sequencing. While no H-ras mutations were detectable in any group, K-ras (G to A) mutations were found in 66% of DMH-induced colon carcinomas. These mutations were at the second nucleotide of codons 12 or 13 or the first nucleotide of codon 59 of the K-ras gene. The same type of K-ras mutations were observed in premalignant colonic mucosa from 2 out of 11 rats as early as 15 wk after beginning carcinogen injections when no dysplasia, adenomas, or carcinomas were histologically evident, suggesting that ras mutation may be an early event in colon carcinogenesis. "
1,"Results of contemporary radical cystectomy for invasive bladder cancer: a clinicopathological study with an emphasis on the inadequacy of the tumor, nodes and metastases classification. We reviewed 261 patients who underwent a radical operation at a single institution as definitive treatment of invasive bladder cancer to evaluate the survival and accuracy of the tumor, nodes and metastasis system in characterizing the prognosis. Between January 1979 and June 1987 the 261 evaluable patients underwent 1-stage radical cystectomy with pelvic node dissection and urinary diversion. No chemotherapy and/or radiation therapy was given before or after the operation. The postoperative mortality rate was 1.8%. The over-all staging error between clinical and pathological stages was as high as 44%. The over-all actuarial 5-year survival rate was 54.5%. The 5-year survival rates were 75% for stage pT1, 63% for stage pT2, 31% for stage pT3 and 21% for stage pT4 disease. A significant difference in the survival (p less than 0.002) was observed in stage pT3 by dividing tumors confined within the bladder wall (pT3a, 50%) from those extending throughout the bladder wall (pT3b, 15%). A careful evaluation of transitional cell involvement of the prostate in stage pT4a cancer led to the identification of 2 different patterns: 1) contiguous when a bladder tumor extended directly into the prostate through the bladder wall and 2) noncontiguous when a bladder tumor and a transitional cell carcinoma of the prostate were found simultaneously. These patterns had completely different (p less than 0.05) survival rates (6 versus 37%). The patients with high grade tumors had a worse prognosis in comparison with those with grades 1 and 2 tumors (41 versus 56%, p less than 0.005). The over-all 5-year survival of patients with positive nodes was 4% in comparison with 60% of those without nodal involvement (p less than 0.001). Despite current optimal surgical treatment, nearly 50% of all patients with invasive bladder cancer continue to die. The need for a modification of the current tumor, nodes and metastasis tumor classification to provide the clinician a more reliable staging system for planning treatment modalities is indeed mandatory. "
5,"Influence of otitis media on the correlation between rectal and auditory canal temperatures. In a noninterventional, controlled, single-blinded trial, 251 children were examined in a university hospital emergency department setting to study the influence of acute otitis media on the relationship between rectal and auditory canal temperatures. Bilateral auditory canal temperatures were measured using an infrared detection probe and microprocessor by nursing staff blinded to the presence of acute otitis media. Correlation between rectal and auditory canal temperatures in children with (r = .81) and without (r = .75) acute otitis media were not significantly different. There was no significant difference between infected (38.1 degrees C +/- 1.0 degree C) and uninfected ears (38.0 degrees C +/- 1.0 degree C) with unilateral otitis (n = 75). Although significantly higher than in uninfected children, auditory canal temperatures of children with acute otitis media reflected elevated rectal temperatures and not differences in auditory canal temperatures between ears. "
1,"Paraneoplastic vasculitic neuropathy: a treatable neuropathy. Paraneoplastic vasculitic neuropathy has been recently described. We report the first case of this disorder which responded both clinically and electrophysiologically to cyclophosphamide treatment. A 54-year-old woman with a history of metastatic endometrial carcinoma in remission had asymmetrical polyneuropathy, electrophysiological findings consistent with a diffuse axonal neuropathy, high sedimentation rate and spinal fluid protein, and microvasculitis with axonal degeneration on nerve biopsy. The patient was treated with 150 mg of cyclophosphamide daily with gradual clinical and electrophysiological improvement. "
5,"Complications of general anesthesia for Nd:YAG laser resection of endobronchial tumors. We studied the incidence and mechanisms of cardiovascular complications and postoperative respiratory insufficiency associated with GA and Nd:YAG laser endobronchial tumor resection. The records of 73 patients undergoing 87 procedures were reviewed. Preoperative status, anesthetic methods and perioperative complications were analyzed by multiple regression to determine predictors of outcome. Twenty-three percent of patients had greater than 90 percent mainstem bronchus obstruction. Longer serum elimination half-life of relaxant drug was significantly correlated with longer duration of mechanical ventilation after neuromuscular blockade reversal. Cardiovascular complications were noted in 24 procedures and often required therapeutic intervention. Variables predicting cardiovascular complications included longer duration of GA and increasing age. Perioperative respiratory and cardiovascular complications are common after GA for Nd: YAG laser resection. Short-acting neuromuscular relaxants, careful assessment prior to postoperative extubation, limiting duration of GA and cardiovascular monitoring are recommended when implementing GA for Nd: YAG laser resection of endobronchial tumors. "
5,"Lack of gene deletion for complement C4A deficiency in Japanese patients with systemic lupus erythematosus. The frequency of C4A gene deletion was studied in Japanese patients with systemic lupus erythematosus (SLE) and was compared with healthy controls. DNA preparations were extracted from peripheral blood leukocytes from 59 patients with SLE and from 166 healthy persons, and digested by restriction enzymes. They were hybridized with C4 complementary DNA by the Southern blotting method and the deletion of C4A gene was judged from restriction fragment length polymorphism. At the same time phenotypic C4A deficiency (C4AQ0) was measured. Our results showed that the frequency of phenotypic C4A deficiency was 44.1% in Japanese patients with SLE and this value was comparable with that (43.2%) in Caucasian patients. On the other hand the deletion of C4A gene was not found in Japanese patients with SLE (0%), or in healthy controls (0.6%). Our results indicate that C4AQ0 may contribute to the pathogenesis of SLE beyond the ethnical differences but Japanese patients with SLE have a different genetic background from Caucasian patients with the C4A gene deleted. "
1,"Familial hypobetalipoproteinaemia complicated by cerebellar ataxia and steatocystoma multiplex. A 55-year-old man with cerebellar ataxia and steatocystoma multiplex was found to have reduced serum concentrations of total cholesterol, betalipoprotein and apolipoprotein B. Computed tomography revealed atrophy of the cerebellum and brain stem. Of the six family members examined, four had hypobetalipoproteinaemia, and one had mild ataxia. Similar skin lesions were noted in five male relatives. This case represents a rare combination of familial hypobetalipoproteinaemia, cerebellar ataxia and steatocystoma multiplex. "
1,"Primary CT diagnosis of abdominal masses in a PACS environment Whether the display medium--film versus cathode ray tube (CRT)--affects observer performance during interpretation of computed tomographic (CT) images is an important research issue in these times of implementation and growth of picture archiving and communications systems in radiology. The authors performed a multiobserver receiver operating characteristic (ROC) study to determine the performance of radiologists who read abdominal CT studies displayed on film, as well as on a high-resolution workstation (video monitor) that made use of three different display modes. A total of 166 examinations were evaluated by eight radiologists, who recorded their ordinal confidence ratings of the demonstration of presence or absence of abdominal masses. ROC analysis showed small differences in the confidence ratings assigned by individual readers for the detection and interpretation tasks. Results for the group as a whole showed no significant reduction or improvement in observer performance when ratings for any one of the workstation display modes were analyzed. The results of this study demonstrate that current CRT display technology is adequate for enabling the primary detection of abdominal masses with CT examinations. "
2,"Sexually transmitted parasitic diseases. Sexual activity is the primary method of transmission for several important parasitic diseases and has resulted in a significant prevalence of enteric parasitic infection among male homosexuals. The majority of parasitic sexually transmitted diseases involve protozoan pathogens; however, nematode and arthropod illnesses are also included in this group. Trichomoniasis, caused by Trichomonas vaginalis, is the most common parasitic STD. Infection with this organism typically results in the signs and symptoms of vaginitis. Trichomoniasis can be diagnosed in the office setting by performing a microscopic evaluation of infected vaginal secretions and can be successfully treated with metronidazole. Both pediculosis pubis, caused by the crab louse Pthirus pubis, and scabies, caused by the itch mite Sarcoptes scabiei, present with severe pruritus. A papular or vesicular rash and linear burrows seen in the finger webs and genital area are characteristic of scabies. Pediculosis pubis is diagnosed by observing adult lice or their nits in areas that bear coarse hair. The diagnosis of scabies is confirmed by scraping suspicious burrows and viewing the mite or its byproducts under the microscope. Lindane, 1% used in treating scabies, is also very effective for treating pediculosis pubis. Synthetic pyrethrins, also applied as a cream or lotion, are less toxic alternatives for the treatment of either condition. Oral-anal and oral-genital sexual practices predispose male homosexuals to infection with many enteric pathogens, including parasitic protozoans and helminths. The most common of these parasitic infections are amebiasis, caused by Entamoeba histolytica, and giardiasis caused by Giardia lamblia. Both entities may cause acute or chronic diarrhea, as well as other abdominal symptoms. Most gay men with amebiasis are asymptomatic, and invasive disease in this group is extremely rare. Both amebiasis and giardiasis can be diagnosed on the basis of microscopic examination of stool specimens, although duodenal aspiration is occasionally necessary to confirm a diagnosis of giardiasis. Multiple treatment regimens exist for amebiasis. Iodoquinol is a good choice for asymptomatic cyst carriers, whereas the combination of metronidazole plus iodoquinol is used for symptomatic patients. Quinacrine and metronidazole are both efficacious in the treatment of giardiasis. "
5,"Continuous extracorporeal fluid removal in children with low cardiac output after cardiac operations. Eleven hypervolemic and oliguric children with low cardiac output after cardiac operations were treated by slow continuous ultrafiltration or continuous arteriovenous hemofiltration. A mean negative fluid balance of 1.63 +/- 0.37 ml/kg/hr (standard error of the mean [SEM]) significantly improved the hemodynamic status within 59 +/- 6.1 hours (SEM). Although the central venous pressure decreased significantly from 15.2 +/- 0.84 to 8.8 +/- 0.92 mm Hg (p less than 0.0001), the mean arterial pressure increased significantly from 41.5 +/- 2.54 to 53.5 +/- 2.21 mm Hg (p less than 0.001). In addition, pH increased significantly from 7.31 +/- 0.01 (SEM) to 7.43 +/- 0.001 (SEM) (p less than 0.001) and oxygenation index (arterial oxygen tension/inspired oxygen fraction) from 119 +/- 15.2 (SEM) to 214 +/- 27.0 (SEM) (p less than 0.001). Hemodynamic improvement during slow continuous extracorporeal fluid removal allowed a significant decrease of the catecholamine infusion rate. After normovolemia had been achieved, continuous arteriovenous hemofiltration had to be continued in four children because of persistent anuria. Eight patients could be weaned from artificial ventilation and vasopressor support. Two patients died without recovery of renal function and one with restored renal function. Slow continuous ultrafiltration and continuous arteriovenous hemofiltration improve the cardiovascular function in children with low cardiac output by optimizing the preload conditions of the failing heart. In addition, they improve acid-base balance and pulmonary gas exchange. "
